CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,Visualizzazioni di pagina,Visualizzazioni di pagina uniche,Tempo medio sulla pagina,Accessi,Gender,Age,Device,,,,,,
C15004,8.799432,0.454545,1591.48,218.8,75,45,85,41,1,1,1,,,,,,
C15005,3106.418215,0.636364,0,0,75,45,85,41,1,1,1,,,,,,
C15006,827.393597,0.727273,693.89,0,75,45,85,41,1,1,1,,,,,,
C15007,0,0,94.5,0,75,45,85,41,1,1,1,,,,,,
C15008,4361.964176,1,0,0,75,45,85,41,1,1,1,,,,,,
C15009,73.10055,1,78.09,0,75,45,85,41,1,1,1,,,,,,
C15010,7.047482,0.545455,321.07,321.07,75,45,85,41,1,1,1,,,,,,
C15011,353.895121,1,2073.54,2073.54,75,45,85,41,1,1,1,,,,,,
C15012,5911.506531,0.9,0,0,75,45,85,41,1,1,1,,,,,,
C15013,8.523984,0.363636,130.32,0,75,45,85,41,1,1,1,,,,,,
C15014,3096.831684,1,4492.85,1076.95,75,45,85,41,1,1,1,,,,,,
C15015,2468.506177,1,0,0,75,45,85,41,1,1,1,,,,,,
C15016,1341.000157,1,1355.77,1220.45,75,45,85,41,1,1,1,,,,,,
C15017,169.343874,0.818182,1553.8,1553.8,75,45,85,41,1,1,1,,,,,,
C15018,18.112481,0.636364,206.69,0,75,45,85,41,1,1,1,,,,,,
C15019,287.493279,0.222222,1709,1709,75,45,85,41,1,1,1,,,,,,
C15020,38.013028,1,469.62,0,75,45,85,41,1,1,1,,,,,,
C15021,8.570991,0.272727,149.55,149.55,75,45,85,41,1,1,1,,,,,,
C15022,7.20735,0.545455,152.02,0,75,45,85,41,1,1,1,,,,,,
C15023,15.667283,1,147.48,0,75,45,85,41,1,1,1,,,,,,
C15025,955.159037,1,440.57,45.65,75,45,85,41,1,1,1,,,,,,
C15026,827.255067,1,281.97,0,75,45,85,41,1,1,1,,,,,,
C15027,2472.017517,1,2317.89,1716.02,75,45,85,41,1,1,1,,,,,,
C15028,22.322215,0.363636,448,190,75,45,85,41,1,1,1,,,,,,
C15029,1764.083164,1,329.47,0,75,45,85,41,1,1,1,,,,,,
C15030,23.651198,0.454545,250,0,75,45,85,41,1,1,1,,,,,,
C15031,1886.811282,1,146.73,146.73,75,45,85,41,1,1,1,,,,,,
C15032,232.140345,0.818182,552.66,76,75,45,85,41,1,1,1,,,,,,
C15033,17.092052,0.454545,1160,0,75,45,85,41,1,1,1,,,,,,
C15034,4746.953711,0.909091,0,0,75,45,85,41,1,1,1,,,,,,
C15035,30.969957,0.666667,319.67,319.67,75,45,85,41,1,1,1,,,,,,
C15036,201.463595,1,2148.34,638.34,75,45,85,41,1,1,1,,,,,,
C15037,322.411152,1,1506.92,813.02,75,45,85,41,1,1,1,,,,,,
C15038,1129.185643,1,0,0,75,45,85,41,1,1,1,,,,,,
C15039,99.643727,1,677.68,655.68,75,45,85,41,1,1,1,,,,,,
C15040,651.394216,1,2529.64,1014.32,75,45,85,41,1,1,1,,,,,,
C15041,1409.256223,0.9,4569.65,1748.94,75,45,85,41,1,1,1,,,,,,
C15042,"194,927",0.909091,2061.48,1613.06,75,45,85,41,1,1,1,,,,,,
C15043,6758.987905,1,198.96,26.6,75,45,85,41,1,1,1,,,,,,
C15044,2332.496766,1,0,0,75,45,85,41,1,1,1,,,,,,
C15045,1860.469601,1,0,0,75,45,85,41,1,1,1,,,,,,
C15046,920.529926,0.857143,462.33,462.33,75,45,85,41,1,1,1,,,,,,
C15047,3347.700395,1,5967.42,5016.08,75,45,85,41,1,1,1,,,,,,
C15048,947.70851,1,483.4,483.4,75,45,85,41,1,1,1,,,,,,
C15049,574.032791,1,1606.51,0,75,45,85,41,1,1,1,,,,,,
C15050,3067.274152,1,0,0,75,45,85,41,1,1,1,,,,,,
C15051,768.881695,0.727273,408.59,408.59,75,45,85,41,1,1,1,,,,,,
C15052,1190.884428,0.857143,0,0,75,45,85,41,1,1,1,,,,,,
C15054,1710.119356,1,1697.15,122.9,75,45,85,41,1,1,1,,,,,,
C15055,229.878735,0.272727,0,0,75,45,85,41,1,1,1,,,,,,
C15056,4766.360515,1,2894.04,2583.82,75,45,85,41,1,1,1,,,,,,
C15057,3007.664861,1,534.26,365.51,75,45,85,41,1,1,1,,,,,,
C15058,1871.597836,1,3220.25,208.49,75,45,85,41,1,1,1,,,,,,
C15059,1455.745146,1,266,266,75,45,85,41,1,1,1,,,,,,
C15060,1986.558317,1,0,0,75,45,85,41,1,1,1,,,,,,
C15061,36.174755,1,315,0,75,45,85,41,1,1,1,,,,,,
C15062,129.836526,0.909091,1433.99,743.99,75,45,85,41,1,1,1,,,,,,
C15063,206.978089,1,0,0,75,45,85,41,1,1,1,,,,,,
C15064,1192.594159,1,1324.82,1000.12,75,45,85,41,1,1,1,,,,,,
C15065,50.564486,0.909091,84,84,75,45,85,41,1,1,1,,,,,,
C15067,62.104602,0.636364,377.62,0,75,45,85,41,1,1,1,,,,,,
C15068,56.945201,0.454545,328.1,328.1,75,45,85,41,1,1,1,,,,,,
C15069,8.421315,0.272727,60,60,75,45,85,41,1,1,1,,,,,,
C15070,15.810927,0.363636,246.29,246.29,75,45,85,41,1,1,1,,,,,,
C15071,44.613002,0.363636,281.7,281.7,75,45,85,41,1,1,1,,,,,,
C15073,2342.724406,0.909091,0,0,75,45,85,41,1,1,1,,,,,,
C15074,3164.714813,1,839.65,815.65,75,45,85,41,1,1,1,,,,,,
C15075,2068.865586,1,0,0,75,45,85,41,1,1,1,,,,,,
C15076,0,0,265.76,0,75,45,85,41,1,1,1,,,,,,
C15077,14.891908,0.818182,59.8,59.8,75,45,85,41,1,1,1,,,,,,
C15078,1367.301373,1,231.41,0,75,45,85,41,1,1,1,,,,,,
C15079,299.82542,1,480,130,75,45,85,41,1,1,1,,,,,,
C15080,0,0,0,0,75,45,85,41,1,1,1,,,,,,
C15081,1176.088299,1,0,0,75,45,85,41,1,1,1,,,,,,
C15082,1164.125671,1,0,0,75,45,85,41,1,1,1,,,,,,
C15083,25.499945,0.727273,62.53,62.53,75,45,85,41,1,1,1,,,,,,
C15084,3646.30636,1,594.88,133.9,75,45,85,41,1,1,1,,,,,,
C15085,164.583178,0.454545,1489.28,918.48,75,45,85,41,1,1,1,,,,,,
C15086,2980.628942,1,1352.52,1352.52,75,45,85,41,1,1,1,,,,,,
C15087,3350.186138,1,0,0,75,45,85,41,1,1,1,,,,,,
C15088,1101.8547,1,0,0,75,45,85,41,1,1,1,,,,,,
C15089,468.294595,1,4164.14,3215.54,75,45,85,41,1,1,1,,,,,,
C15090,63.928065,1,183.6,0,75,45,85,41,1,1,1,,,,,,
C15091,906.613422,0.888889,0,0,75,45,85,41,1,1,1,,,,,,
C15092,798.693995,1,0,0,75,45,85,41,1,1,1,,,,,,
C15093,3.750633,0.181818,159.6,0,75,45,85,41,1,1,1,,,,,,
C15094,1281.842665,1,0,0,75,45,85,41,1,1,1,,,,,,
C15095,863.130387,1,37.3,37.3,74,41,49,40,0,2,2,,,,,,
C15096,50.302615,0.636364,0,0,74,41,49,40,0,2,2,,,,,,
C15097,33.817964,0.909091,232.45,0,74,41,49,40,0,2,2,,,,,,
C15098,559.917793,1,4760.11,2907.18,74,41,49,40,0,2,2,,,,,,
C15099,2671.979402,1,1469.66,1427.43,74,41,49,40,0,2,2,,,,,,
C15100,814.781581,1,832.7,832.7,74,41,49,40,0,2,2,,,,,,
C15101,1184.434511,0.818182,99.8,99.8,74,41,49,40,0,2,2,,,,,,
C15102,3.198999,0.090909,45.87,0,74,41,49,40,0,2,2,,,,,,
C15103,33.267171,0.909091,341.45,0,74,41,49,40,0,2,2,,,,,,
C15104,261.462528,1,2893.57,1690.63,74,41,49,40,0,2,2,,,,,,
C15105,2659.411879,1,177.62,177.62,74,41,49,40,0,2,2,,,,,,
C15106,8.077527,0.545455,125,0,74,41,49,40,0,2,2,,,,,,
C15107,115.937936,0.272727,0,0,74,41,49,40,0,2,2,,,,,,
C15108,69.37782,0.545455,588.02,71.3,74,41,49,40,0,2,2,,,,,,
C15109,61.588389,0.818182,250,39,74,41,49,40,0,2,2,,,,,,
C15110,2.081357,0.181818,26.49,26.49,74,41,49,40,0,2,2,,,,,,
C15111,3092.189629,1,60.82,0,74,41,49,40,0,2,2,,,,,,
C15112,564.325877,1,0,0,74,41,49,40,0,2,2,,,,,,
C15113,10.684577,0.181818,300,0,74,41,49,40,0,2,2,,,,,,
C15114,2067.148279,1,792.68,441.9,74,41,49,40,0,2,2,,,,,,
C15115,966.732798,1,1093,1093,74,41,49,40,0,2,2,,,,,,
C15116,4099.755913,1,0,0,74,41,49,40,0,2,2,,,,,,
C15117,1507.001995,1,209.1,209.1,74,41,49,40,0,2,2,,,,,,
C15118,2220.864979,1,2884.42,1327.83,74,41,49,40,0,2,2,,,,,,
C15121,92.325796,1,371.16,0,74,41,49,40,0,2,2,,,,,,
C15122,3583.515054,1,5683.71,219.98,74,41,49,40,0,2,2,,,,,,
C15123,3343.299372,1,790.8,0,74,41,49,40,0,2,2,,,,,,
C15124,2133.901379,1,303.03,9.03,74,41,49,40,0,2,2,,,,,,
C15125,217.993205,1,2435.21,1681.89,74,41,49,40,0,2,2,,,,,,
C15126,50.803778,0.25,0,0,74,41,49,40,0,2,2,,,,,,
C15127,319.037744,0.818182,1262.28,1262.28,74,41,49,40,0,2,2,,,,,,
C15128,100.208311,0.909091,0,0,74,41,49,40,0,2,2,,,,,,
C15129,7.168805,0.272727,88.04,88.04,74,41,49,40,0,2,2,,,,,,
C15130,1747.876077,1,0,0,74,41,49,40,0,2,2,,,,,,
C15131,519.444307,1,525,0,74,41,49,40,0,2,2,,,,,,
C15132,4320.267209,1,117.23,117.23,74,41,49,40,0,2,2,,,,,,
C15133,2811.486863,1,692.52,692.52,74,41,49,40,0,2,2,,,,,,
C15134,125.793836,1,630,0,74,41,49,40,0,2,2,,,,,,
C15135,3798.323722,1,0,0,74,41,49,40,0,2,2,,,,,,
C15136,4274.488095,1,0,0,74,41,49,40,0,2,2,,,,,,
C15137,900.557796,1,1865.55,1865.55,74,41,49,40,0,2,2,,,,,,
C15138,858.857651,1,1013.61,631.13,74,41,49,40,0,2,2,,,,,,
C15139,6537.852206,0.909091,2598.51,2422.55,74,41,49,40,0,2,2,,,,,,
C15140,1793.970596,1,1004.9,1004.9,74,41,49,40,0,2,2,,,,,,
C15141,3215.903805,1,745.48,0,74,41,49,40,0,2,2,,,,,,
C15142,1893.704851,1,4124.81,3035.9,74,41,49,40,0,2,2,,,,,,
C15143,7.50839,0.181818,95,95,74,41,49,40,0,2,2,,,,,,
C15144,1180.178744,1,233.35,233.35,74,41,49,40,0,2,2,,,,,,
C15145,3232.101217,1,495,495,74,41,49,40,0,2,2,,,,,,
C15146,6963.435383,1,2951.93,2951.93,74,41,49,40,0,2,2,,,,,,
C15147,368.330629,1,1029.29,1029.29,74,41,49,40,0,2,2,,,,,,
C15148,0,0,66.75,0,74,41,49,40,0,2,2,,,,,,
C15149,4.421403,0.909091,95.59,22.03,74,41,49,40,0,2,2,,,,,,
C15150,41.049799,0.727273,413.31,133.31,74,41,49,40,0,2,2,,,,,,
C15151,3611.316106,1,2400.71,1479.24,74,41,49,40,0,2,2,,,,,,
C15152,3214.579198,1,0,0,74,41,49,40,0,2,2,,,,,,
C15153,339.183041,1,139.5,139.5,74,41,49,40,0,2,2,,,,,,
C15154,477.16584,1,1342.51,1072.51,74,41,49,40,0,2,2,,,,,,
C15155,3711.955487,1,1241.4,626.4,74,41,49,40,0,2,2,,,,,,
C15156,390.008261,1,0,0,74,41,49,40,0,2,2,,,,,,
C15157,2251.896834,1,1331,1321.1,74,41,49,40,0,2,2,,,,,,
C15158,2461.015559,0.636364,0,0,74,41,49,40,0,2,2,,,,,,
C15159,9309.635579,1,9007.67,8775.37,74,41,49,40,0,2,2,,,,,,
C15160,4355.982388,1,0,0,74,41,49,40,0,2,2,,,,,,
C15161,62.996845,1,779.7,290,74,41,49,40,0,2,2,,,,,,
C15162,22.879526,0.833333,171,0,74,41,49,40,0,2,2,,,,,,
C15163,4719.819043,1,2143.73,1292.78,74,41,49,40,0,2,2,,,,,,
C15164,1241.565972,1,3637.75,3396.25,74,41,49,40,0,2,2,,,,,,
C15165,49.198038,0.272727,699,699,74,41,49,40,0,2,2,,,,,,
C15166,662.691336,1,0,0,74,41,49,40,0,2,2,,,,,,
C15167,4587.062248,1,333.28,0,74,41,49,40,0,2,2,,,,,,
C15168,169.639713,1,1970.49,1009.85,74,41,49,40,0,2,2,,,,,,
C15169,2823.212665,1,2814.23,2814.23,74,41,49,40,0,2,2,,,,,,
C15170,2.880247,0.181818,250,250,74,41,49,40,0,2,2,,,,,,
C15171,47.193664,1,132,0,74,41,49,40,0,2,2,,,,,,
C15172,597.628578,1,1430,1200,74,41,49,40,0,2,2,,,,,,
C15173,2872.798614,1,27.16,0,74,41,49,40,0,2,2,,,,,,
C15174,3350.116932,1,39.8,39.8,74,56,5,54,0,0,1,,,,,,
C15175,13.221335,0.857143,108.84,0,74,56,6,54,0,0,1,,,,,,
C15177,1083.120149,1,0,0,74,56,7,54,0,0,1,,,,,,
C15178,777.616173,0.909091,0,0,74,56,8,54,0,0,1,,,,,,
C15179,122.684019,875,1267,247.88,74,56,9,54,0,0,1,,,,,,
C15180,1615.968515,1,270,0,74,56,10,54,0,0,1,,,,,,
C15181,434.099616,1,4392.05,3817.98,74,56,11,54,0,0,1,,,,,,
C15182,820.700166,0.818182,0,0,74,56,12,54,0,0,1,,,,,,
C15183,7.625765,1,110.68,0,74,56,13,54,0,0,1,,,,,,
C15184,1428.118364,1,119.34,0,74,56,14,54,0,0,1,,,,,,
C15185,1324.038811,1,1862.96,1862.96,74,56,15,54,0,0,1,,,,,,
C15186,1190.800122,1,1864.79,1002.22,74,56,16,54,0,0,1,,,,,,
C15187,2580.169522,1,0,0,74,56,17,54,0,0,1,,,,,,
C15188,371.866448,1,2825.85,2506.84,74,56,18,54,0,0,1,,,,,,
C15189,1280.732187,1,0,0,74,56,19,54,0,0,1,,,,,,
C15190,975.416023,1,9586.1,7916.74,74,56,20,54,0,0,1,,,,,,
C15191,122.113869,1,1105.92,0,74,56,21,54,0,0,1,,,,,,
C15192,1262.631995,0.909091,405,405,74,56,22,54,0,0,1,,,,,,
C15193,143.553904,1,1778.76,726.88,74,56,23,54,0,0,1,,,,,,
C15194,1037.797184,1,103.27,103.27,74,56,24,54,0,0,1,,,,,,
C15195,1938.576334,1,333.54,310.19,74,56,25,54,0,0,1,,,,,,
C15196,6257.390416,1,9228.97,9081.24,74,56,26,54,0,0,1,,,,,,
C15197,14.570032,1,89.58,0,74,56,27,54,0,0,1,,,,,,
C15198,39.241601,1,199.56,0,74,56,28,54,0,0,1,,,,,,
C15199,871.499977,1,20,20,74,56,29,54,0,0,1,,,,,,
C15200,180.750232,1,266.64,0,74,56,30,54,0,0,1,,,,,,
C15201,4107.157763,1,279.71,279.71,74,56,31,54,0,0,1,,,,,,
C15202,58.313733,0.454545,499,0,74,56,32,54,0,0,1,,,,,,
C15203,5665.802895,1,0,0,74,56,33,54,0,0,1,,,,,,
C15204,1340.671346,1,0,0,74,56,34,54,0,0,1,,,,,,
C15206,43.762299,1,422.24,347.24,74,56,35,54,0,0,1,,,,,,
C15207,111.449845,1,1389.94,0,74,56,36,54,0,0,1,,,,,,
C15208,138.489138,1,1455.68,1237.92,74,56,37,54,0,0,1,,,,,,
C15209,70.976464,1,0,0,74,56,38,54,0,0,1,,,,,,
C15210,49.378783,375,542.34,542.34,74,56,39,54,0,0,1,,,,,,
C15211,4295.964134,1,0,0,74,56,40,54,0,0,1,,,,,,
C15212,1017.071792,0.636364,0,0,74,56,41,54,0,0,1,,,,,,
C15213,138.459191,1,327.94,0,74,56,42,54,0,0,1,,,,,,
C15214,289.537597,0.909091,1216.7,1216.7,74,56,43,54,0,0,1,,,,,,
C15215,74.755978,1,553.7,248.7,74,56,44,54,0,0,1,,,,,,
C15216,16.59641,0.545455,220.48,220.48,74,56,45,54,0,0,1,,,,,,
C15217,51.004807,0.909091,431.93,0,74,56,46,54,0,0,1,,,,,,
C15218,1489.224372,0.636364,1209.56,890,74,56,47,54,0,0,1,,,,,,
C15219,57.70484,0.818182,772.46,85,74,56,48,54,0,0,1,,,,,,
C15220,99.446029,0.181818,0,0,74,56,49,54,0,0,1,,,,,,
C15221,186.054174,1,2126.81,1529.8,74,56,50,54,0,0,1,,,,,,
C15222,2948.447663,1,0,0,74,56,51,54,0,0,1,,,,,,
C15223,127.895284,1,1085.16,134.9,74,56,52,54,0,0,1,,,,,,
C15224,18.014226,0.727273,130.5,0,74,56,53,54,0,0,1,,,,,,
C15225,6.86049,0.2,114,114,74,56,54,54,0,0,1,,,,,,
C15226,1908.569743,1,0,0,74,56,55,54,0,0,1,,,,,,
C15227,437.735369,0.909091,483.65,483.65,74,56,56,54,0,0,1,,,,,,
C15228,1245.976021,1,0,0,74,56,57,54,0,0,1,,,,,,
C15229,1019.133646,1,9249.73,2326.09,74,56,58,54,0,0,1,,,,,,
C15230,1844.889665,1,1848.24,1848.24,74,56,59,54,0,0,1,,,,,,
C15232,952.431767,0.909091,3882.65,3527.65,74,56,60,54,0,0,1,,,,,,
C15233,1848.758853,1,3588.13,399.76,74,56,61,54,0,0,1,,,,,,
C15234,1181.852384,1,750.78,0,74,56,62,54,0,0,1,,,,,,
C15235,382.870641,0.909091,2972.92,2479.1,74,56,63,54,0,0,1,,,,,,
C15236,1459.803597,1,0,0,74,56,64,54,0,0,1,,,,,,
C15237,162.972111,0.909091,1586.6,0,74,56,65,54,0,0,1,,,,,,
C15239,1396.214811,1,3729.35,2489.35,74,56,66,54,0,0,1,,,,,,
C15240,225.282024,1,545.68,0,74,56,67,54,0,0,1,,,,,,
C15241,454.552808,0.454545,0,0,74,56,68,54,0,0,1,,,,,,
C15242,1785.90226,1,0,0,74,56,69,54,0,0,1,,,,,,
C15243,535.291589,1,824.61,438.57,74,56,70,54,0,0,1,,,,,,
C15244,6.697211,0.181818,64.69,64.69,74,56,71,54,0,0,1,,,,,,
C15245,5.377296,0.181818,69,69,74,56,72,54,0,0,1,,,,,,
C15246,4020.130769,1,79.62,79.62,74,56,73,54,0,0,1,,,,,,
C15247,1117.33657,1,0,0,74,56,74,54,0,0,1,,,,,,
C15248,15.848963,0.363636,150,0,74,56,75,54,0,0,1,,,,,,
C15249,900.541751,1,15.8,0,74,56,76,54,0,0,1,,,,,,
C15250,2544.378002,1,1108.54,1108.54,72,53,26,52,0,4,2,,,,,,
C15251,1852.646433,1,2600,2200,72,53,27,52,0,4,2,,,,,,
C15252,0,0,0,0,72,53,26,52,0,4,2,,,,,,
C15253,581.24856,0.909091,556.83,484.88,72,53,26,52,0,4,2,,,,,,
C15254,504.409631,1,338.9,199,72,53,27,52,0,4,2,,,,,,
C15255,142.430458,1,1488.84,0,72,53,26,52,0,4,2,,,,,,
C15256,7057.524237,1,2761.76,163,72,53,26,52,0,4,2,,,,,,
C15257,958.920206,1,66.7,0,72,53,27,52,0,4,2,,,,,,
C15258,15.257465,0.636364,238.25,0,72,53,26,52,0,4,2,,,,,,
C15259,0.009684,0.181818,79.24,0,72,53,26,52,0,4,2,,,,,,
C15260,385.763111,1,232.93,232.93,72,53,27,52,0,4,2,,,,,,
C15261,1780.188356,1,845.67,31.5,72,53,26,52,0,4,2,,,,,,
C15262,1.841583,0.181818,67.5,0,72,53,26,52,0,4,2,,,,,,
C15263,1839.122533,1,1055.32,0,72,53,27,52,0,4,2,,,,,,
C15264,15.008041,1,108.95,49.8,72,53,26,52,0,4,2,,,,,,
C15265,2106.417286,1,2151.93,1386.67,72,53,26,52,0,4,2,,,,,,
C15266,2676.263845,1,0,0,72,53,27,52,0,4,2,,,,,,
C15267,500.219415,1,27.05,0,72,53,26,52,0,4,2,,,,,,
C15268,4128.31155,1,0,0,72,53,26,52,0,4,2,,,,,,
C15269,1018.350846,1,0,0,72,53,27,52,0,4,2,,,,,,
C15270,10.678354,0.727273,50,50,72,53,26,52,0,4,2,,,,,,
C15271,1273.731635,1,0,0,72,53,26,52,0,4,2,,,,,,
C15272,58.12945,1,576,0,72,53,27,52,0,4,2,,,,,,
C15273,153.637431,1,1495.41,941.41,72,53,26,52,0,4,2,,,,,,
C15274,1667.146414,1,4343.82,3818.84,72,53,26,52,0,4,2,,,,,,
C15275,1648.701838,1,740.7,650.9,72,53,27,52,0,4,2,,,,,,
C15276,15.330559,0.727273,144.64,0,72,53,26,52,0,4,2,,,,,,
C15277,5772.250286,1,255.25,150,72,53,26,52,0,4,2,,,,,,
C15278,73.704935,1,554.67,0,72,53,27,52,0,4,2,,,,,,
C15279,2933.068755,1,0,0,72,53,26,52,0,4,2,,,,,,
C15280,1421.419262,1,1669.2,274.19,72,53,26,52,0,4,2,,,,,,
C15281,424.938385,1,4060.58,1696.94,72,53,27,52,0,4,2,,,,,,
C15282,1033.371763,1,2361.97,1591.05,72,53,26,52,0,4,2,,,,,,
C15283,0,0,120,0,72,53,26,52,0,4,2,,,,,,
C15284,5861.100691,1,64.71,64.71,72,53,27,52,0,4,2,,,,,,
C15285,3987.467435,1,146.53,45,72,53,26,52,0,4,2,,,,,,
C15286,1606.56766,0.818182,0,0,72,53,26,52,0,4,2,,,,,,
C15287,1630.991993,1,578.9,0,72,53,27,52,0,4,2,,,,,,
C15288,95.887902,1,769,325,72,53,26,52,0,4,2,,,,,,
C15289,1804.401706,1,40,40,72,53,26,52,0,4,2,,,,,,
C15290,1447.267049,1,0,0,72,53,27,52,0,4,2,,,,,,
C15291,1268.250294,1,167,167,72,53,26,52,0,4,2,,,,,,
C15292,668.291862,0.545455,248.77,0,72,53,26,52,0,4,2,,,,,,
C15293,50.853021,1,428.75,0,72,53,27,52,0,4,2,,,,,,
C15294,241.001768,0.5,1888.88,1000,72,53,26,52,0,4,2,,,,,,
C15295,157.763858,0.909091,211.07,211.07,72,53,26,52,0,4,2,,,,,,
C15296,724.854858,1,185.63,185.63,72,53,27,52,0,4,2,,,,,,
C15297,147.527826,0.727273,0,0,72,53,26,52,0,4,2,,,,,,
C15298,581.916416,1,5723.9,3780.51,72,53,26,52,0,4,2,,,,,,
C15299,5292.264382,1,0,0,72,53,27,52,0,4,2,,,,,,
C15300,2762.536531,1,0,0,72,53,26,52,0,4,2,,,,,,
C15301,273.429593,1,8534.58,7875.08,72,53,26,52,0,4,2,,,,,,
C15302,12.039121,1,274.98,0,72,53,27,52,0,4,2,,,,,,
C15303,1451.993504,1,0,0,72,53,26,52,0,4,2,,,,,,
C15304,90.017392,0.909091,1247.39,427.02,72,53,26,52,0,4,2,,,,,,
C15305,0.920339,0.454545,343.4,0,72,53,27,52,0,4,2,,,,,,
C15306,1071.748626,1,0,0,72,53,26,52,0,4,2,,,,,,
C15307,303.929544,0.545455,0,0,72,53,26,52,0,4,2,,,,,,
C15308,1938.648722,1,0,0,72,53,27,52,0,4,2,,,,,,
C15309,79.432369,0.636364,799.83,81,72,53,26,52,0,4,2,,,,,,
C15310,670.885072,1,341.9,215.18,72,53,26,52,0,4,2,,,,,,
C15311,1494.69695,0.666667,0,0,72,53,27,52,0,4,2,,,,,,
C15312,114.361988,0.727273,2141.32,98,72,53,26,52,0,4,2,,,,,,
C15313,2002.429291,1,3500.03,1814.42,72,53,26,52,0,4,2,,,,,,
C15314,2135.646123,1,114,114,72,53,27,52,0,4,2,,,,,,
C15315,943.584041,875,103,103,72,53,26,52,0,4,2,,,,,,
C15316,4785.789559,1,0,0,72,53,26,52,0,4,2,,,,,,
C15317,1436.996287,1,0,0,72,53,27,52,0,4,2,,,,,,
C15318,5.313086,0.545455,71.75,0,72,53,26,52,0,4,2,,,,,,
C15319,365.48242,1,1618.31,1000,72,53,26,52,0,4,2,,,,,,
C15320,322.383609,1,2903.17,935.82,72,53,27,52,0,4,2,,,,,,
C15321,3497.200665,1,1350.13,519.8,72,53,26,52,0,4,2,,,,,,
C15322,3720.59375,1,345,0,72,53,26,52,0,4,2,,,,,,
C15323,5598.352813,1,0,0,71,53,43,52,1,1,2,,,,,,
C15324,0,0,933.75,0,71,53,44,52,1,1,2,,,,,,
C15325,2.777589,0.090909,0,0,71,53,45,52,1,1,2,,,,,,
C15326,3362.979048,1,90,90,71,53,46,52,1,1,2,,,,,,
C15327,563.459762,0.833333,420.06,283.36,71,53,47,52,1,1,2,,,,,,
C15328,31.980197,0.727273,300,0,71,53,48,52,1,1,2,,,,,,
C15329,1964.369476,0.727273,0,0,71,53,49,52,1,1,2,,,,,,
C15330,740.704213,0.545455,1311.76,524.8,71,53,50,52,1,1,2,,,,,,
C15331,991.949111,1,945.43,945.43,71,53,51,52,1,1,2,,,,,,
C15332,37.615084,0.909091,229.5,0,71,53,52,52,1,1,2,,,,,,
C15333,2266.220776,1,125.32,125.32,71,53,53,52,1,1,2,,,,,,
C15334,262.25861,1,2269.74,614.5,71,53,54,52,1,1,2,,,,,,
C15335,14.5923,1,200.4,0,71,53,55,52,1,1,2,,,,,,
C15336,833.541256,1,0,0,71,53,56,52,1,1,2,,,,,,
C15337,116.172752,0.111111,0,0,71,53,57,52,1,1,2,,,,,,
C15338,478.520473,0.727273,768.96,368.96,71,53,58,52,1,1,2,,,,,,
C15339,1018.811119,1,3137.2,1737.1,71,53,59,52,1,1,2,,,,,,
C15341,2827.367195,1,678.32,195,71,53,60,52,1,1,2,,,,,,
C15342,1529.318797,1,678.44,0,71,53,61,52,1,1,2,,,,,,
C15343,2670.123456,1,3103.57,1587.68,71,53,62,52,1,1,2,,,,,,
C15344,481.961018,0.909091,967.23,585.5,71,53,63,52,1,1,2,,,,,,
C15345,72.087172,1,607.36,607.36,71,53,64,52,1,1,2,,,,,,
C15346,87.887472,1,1282.73,0,71,53,65,52,1,1,2,,,,,,
C15347,5194.184491,1,73.42,73.42,71,53,66,52,1,1,2,,,,,,
C15348,216.705656,1,1442.9,424.6,71,53,67,52,1,1,2,,,,,,
C15349,18.400472,0.166667,0,0,71,53,68,52,1,1,2,,,,,,
C15350,5829.92767,1,0,0,71,53,69,52,1,1,2,,,,,,
C15351,830.51605,1,1059.04,799.04,71,53,70,52,1,1,2,,,,,,
C15352,88.012898,0.545455,975,0,71,53,71,52,1,1,2,,,,,,
C15353,77.523872,1,325,0,71,53,72,52,1,1,2,,,,,,
C15354,8073.052656,1,2588.69,1592.99,71,53,73,52,1,1,2,,,,,,
C15355,72.76697,1,0,0,71,53,74,52,1,1,2,,,,,,
C15356,8.285344,0.142857,72.52,72.52,71,53,75,52,1,1,2,,,,,,
C15357,1207.768239,1,0,0,71,53,76,52,1,1,2,,,,,,
C15358,470.593325,1,6743.31,6182.78,71,53,77,52,1,1,2,,,,,,
C15359,1915.675716,1,855.27,855.27,71,53,78,52,1,1,2,,,,,,
C15360,1283.81226,1,166.9,166.9,71,53,79,52,1,1,2,,,,,,
C15361,1322.579742,1,453,453,71,53,80,52,1,1,2,,,,,,
C15362,1753.27998,1,245.85,245.85,71,53,81,52,1,1,2,,,,,,
C15364,1663.492233,1,3415.39,2355.11,71,53,82,52,1,1,2,,,,,,
C15365,528.651164,1,4978.23,2870.42,71,53,83,52,1,1,2,,,,,,
C15366,6.226972,0.181818,54,0,71,53,84,52,1,1,2,,,,,,
C15367,2517.38247,1,320,320,71,53,85,52,1,1,2,,,,,,
C15368,1453.608861,1,4656.79,3853.49,71,53,86,52,1,1,2,,,,,,
C15369,1002.93543,1,1056.33,0,71,53,87,52,1,1,2,,,,,,
C15370,1344.982445,1,224.54,0,71,53,88,52,1,1,2,,,,,,
C15371,50.366106,0.363636,507.57,507.57,71,53,89,52,1,1,2,,,,,,
